video_id,title,publishedAt,channelId,description,view_count,like_count,favorite_count,comment_count,tags,defaultLanguage
4LQwAx5NVvc,DevOps for DS: Experiences from building a data science platform by Anand Chitipothu at #ODSC_India,2018-09-20T22:53:32Z,UClVfsHNDfmTe66tzYyNFwBQ,"Productionizing data science applications is non trivial. Non optimal practices, the people-heavy way of the traditional approaches, the developers love for complex solutions for the sake of using cool technologies makes the situation even worse.

There are two key ingredients required to streamline this: “the cloud” and “the right level of devops abstractions”.

In this talk, I’ll share the experiences of building a cloud-based platform for streamlining data science and how such solutions can greatly simplify building and deploying data science and machine learning applications.

Details: https://confengine.com/odsc-india-2018/proposal/6773/devops-for-data-science-experiences-from-building-a-cloud-based-data-science-platform

Conference: https://india.odsc.com/",118,1,0,N/A,"Data Science, Artificial Intelligence, AI, ML, DL, Machine Learning, Deep Learning, Research, Neural Networks, DevOps, Cloud-based Platform",N/A
HSCTL7qQw-k,Building big data pipelines with SAP Data Hub with RH OpenShift for Kubernetes container management,2018-05-10T16:17:19Z,UC9CjkhQp1jX8Hbtbg6OZ9dw,"Join SAP BigData Product team to learn about the latest SAP technology that helps customers upgrade their legacy ETL jobs to distributed Data Piplelines by leveraging SAP Data Hub to build, orchestrate and share pipelines that connect data coming from BigData landscapes such as Hadoop, Spark and Cloud Object stores (AWS S3, Azure ADL/WASB, Google GCS) with enterprise data from transactional/EDW systems such as SAP S/4, SAP BW and other non-SAP systems to build BigData Warehouses and IoT applications.

We will share how Data Hub leverages Docker containers to deliver this latest application built from ground up to support dynamic scaling of resources using Kubernetes. Also learn about the early adopter customers that have gained instant success by implementing Data hub to solve their complex and disparate data problems.

Learn more: https://agenda.summit.redhat.com/",2028,11,0,0,,N/A
PziYflu8cB8,Kubernetes Explained in 100 Seconds,2020-09-24T19:54:38Z,UCsBjURrPoezykLs9EqgamOA,"Learn the basics of Kubernetes and how it's used to scale containers to massive workloads in the in cloud, in 100 seconds. https://fireship.io/tags/docker/

Docker in 100 Seconds https://youtu.be/Gjnup-PuquQ
Full docker Tutorial https://youtu.be/gAkwW2tuIqE

Official Kube docs https://kubernetes.io/

#docker #100SecondsOfCode

Install the quiz app 🤓

iOS https://itunes.apple.com/us/app/fireship/id1462592372?mt=8
Android https://play.google.com/store/apps/details?id=io.fireship.quizapp

Upgrade to Fireship PRO at https://fireship.io/pro
Use code lORhwXd2 for 25% off your first payment. 

My VS Code Theme

- Atom One Dark 
- vscode-icons
- Fira Code Font",1120510,37510,0,433,"app development, lesson, tutorial, 100 seconds of code, docker, kubernetes, backend devlopment, kubernetes explained",N/A
SSschIXf8Pg,Bosch DataOps: NLP Development on Kubernetes | Igor Stranjanac & Filip Novovic | DSC Europe 23,2024-07-29T13:28:29Z,UC-yt9rh6xh9Ym0vtTIA105w,"In their talk, Igor & FIlip discussed the extension of DevOps practices into data processing and machine learning lifecycles, emphasizing the transition from proof-of-concept to scalable production systems. The in-house solution leverages Kubernetes for streamlined development and staging for developers and NLP researchers. Key features include pipeline orchestration, task parallelization, and scheduling. The presentation highlighted the comprehensive design of their DataOps and MLOps system, featuring tools such as Argo Workflows, MLflow, Seldon, and infrastructure integration with Terraform and Flux, all within the AWS cloud environment.

This speech by Igor Stranjanac & Filip Novovic was held on November 23rd at the Data Science Conference Europe 2023 in Belgrade.

Follow us on social media :
LinkedIn: https://www.linkedin.com/company/11184830/admin/ 
Instagram: https://www.instagram.com/datasciconf/ 
Facebook page: https://www.facebook.com/DataSciConference 
Website: https://datasciconference.com/

Change the world through data

#datascience #ai  #ml #artificialintelligence #bigdata #dataanalytics #business",78,1,0,0,"AI, Data Science, Data, Data analytics, machine learning, ML, Natural language processsing, machine vision",N/A
i8vrWFZW2xk,Andy Terrel | Dev Ops meets Data Science Taking models from prototype to production with Docker,2016-10-24T22:07:50Z,UCOjD18EJYcsBog4IozkF_7w,"PyData DC 2016

We present the evolution of a model to a production API that can scale to large e-commerce needs. On the journey we discuss metrics of success and how to use the Kubernetes cluster manager and associated tools for deploy. In addition to the use of these tools we highlight how to make use of the cluster management system for further testing and experimentation with your models.

The chasm between data science and dev ops is often wide and impenetrable, but the two fields have more in common than meets the eye. Every data scientist will be able to lean in and help their career by investing in a basic understanding the basic principles of dev ops. In this talk I present the notions of service level indicators, objectives, and agreements. I cover the rigorous monitoring and testing of services. Finally we demonstrate how to build a basic data science workflow and push to production level APIs with Docker and Kubernetes.

Kubernetes is an opinionated container cluster manager with an easy to use, robust interface. It can be use on very small and very large clusters. Docker is a container system that allows one to build code in an isolated environment. Paired with a container manager such as Kubernetes we are able to manage millions of instances as needed for a production deployment. These tools are two of many different options but are considered among the best open source solutions available. 00:00 Welcome!
00:10 Help us add time stamps or captions to this video! See the description for details.

Want to help add timestamps to our YouTube videos to help with discoverability? Find out more here: https://github.com/numfocus/YouTubeVideoTimestamps",1445,15,0,0,,N/A
R8b19jzPs6Q,Webinar: Scalable ML Workflows with Advanced Data Management on Kubeflow,2019-10-01T21:30:24Z,UCvqbFHwN-nwalWPjPUKpvTA,"Join us for Kubernetes Forums Seoul, Sydney, Bengaluru and Delhi - learn more at kubecon.io 

Don't miss KubeCon + CloudNativeCon 2020 events in Amsterdam March 30 - April 2, Shanghai July 28-30 and Boston November 17-20! Learn more at kubecon.io. The conference features presentations from developers and end users of Kubernetes, Prometheus, Envoy, and all of the other CNCF-hosted projects

Kubeflow is an end-to-end platform for Machine Learning on Kubernetes, with the goal of making deployments of machine learning workflows simple, portable and scalable. It is gaining significant traction among data scientists and ML engineers and has outstanding community and industry support. 

In this webinar we will showcase a simplified data science experience with advanced data management on Kubeflow. You will learn how to:
* Get started with MiniKF, a production-ready, full-fledged, local Kubeflow deployment that installs in minutes
* Easily execute an end-to-end Tensorflow example with Kubeflow Pipelines locally
* Learn about data versioning and reproducibility during Pipeline runs*
 Run a complete Kubeflow Pipelines workflow without K8s-specific knowledge.",1178,17,0,4,"Kubernetes, containers, containerization, web development, app development, microservices, arrikto, machine learning, ML, Kubeflow",N/A
9gwcxz6D9kk,"A Docker Container Toolbox for the Data Scientist by Douglas Liming, SAS Institute Inc.",2016-10-26T17:48:05Z,UCfX55Sx5hEFjoC3cNs6mCUQ,"A Docker Container Toolbox for the Data Scientist - Douglas Liming, SAS Institute Inc.

A major financial institute supports its analytic workload via docker containers with access to R, Python, and SAS. This talk discusses how we built and deployed containers with the open source tools needed for their Data Scientists to complete their work. It discusses how containers enable their IT department to meet the ad hoc, compute intensive, and scaling demands of the organization. It also covers how provisioning thin clients via Jupyter Notebooks, R Studio, and SAS Studio, empowers Data Scientists with the tool of their choice. An exciting differentiator for the Data Scientist, is the ability to send a portion of the analytic workload to run inside their Hadoop cluster. Lastly, we discuss extending the container by pushing the analytic workload to run inside the Hadoop cluster; thus enabling the Data Scientists to dive inside the data lake and harness the power of all the data.

About Douglas Liming

Doug Liming is an Enterprise Architect with SAS Institute in Cary, North Carolina. He was a DBA for 16 years before trading hats. He is now focusing on all things Hadoop and Hadoop within the enterprise. How Hadoop is the hub for the entire enterprise and how Open Source is now a major player.",3011,38,0,N/A,"Linux, Containers, DevOps, Docker, Open Source, Kubernetes, Linux Kernel, Cloud Computing, Cloud, Linux Kernel Development, Virtualization, Linux On The Desktop, Hypervisors, Embedded, Systems, Linux Containers, Linux Security",N/A
LSR0K02sqy8,"Supporting Emerging AI, ML, and Data Science Initiatives EcoCast",2020-02-28T01:06:47Z,UCpWoEk8R2wO5OUQtk3zGoBA,"Smart companies, more and more, are moving into business and technology initiatives that leverage emerging AI, ML, and data science. With IT organizations already being overwhelmed with complexity and growing datasets, this event is a great opportunity for vendors to present their AI, ML, and data science solutions to a group of interested IT professionals.

In this event, you'll learn about technology solutions that are designed to meet today's toughest AI and ML challenges! You'll get all your questions answered and see these solutions in action!",306,4,0,0,"Machine Learning, ML, AI, Data, Run:ai, Anaconda, BrainChip, Data Science",N/A
_jnhXzY1HCw,What is ML Ops? Best Practices for DevOps for ML (Cloud Next '18),2018-07-26T19:23:17Z,UCJS9pqu9BzkAMNTmzNMNhvg,"Creating an ML model is just a starting point. To bring the technology into production service, you need to solve various real-world issues such as building a data pipeline for continuous training, automated validation of the model, version control of the model, scalable serving infra, and ongoing operation of the ML infra with monitoring and alerting. In this session, we will learn concepts of """"ML Ops"""" (DevOps for ML) and how to combine Argo, Kubeflow, and cloud services to build a production ML service infra.

Event schedule → http://g.co/next18

Watch more Machine Learning & AI sessions here → http://bit.ly/2zGKfcg
Next ‘18 All Sessions playlist → http://bit.ly/Allsessions

Subscribe to the Google Cloud channel! → http://bit.ly/NextSub 


re_ty: Publish; product: Cloud - AI and Machine Learning - TensorFlow Enterprise; fullname: Kaz Sato; event: Google Cloud Next 2018;",19821,325,0,9,"type: Conference Talk (Full production);, pr_pr: Google Cloud Next, purpose: Educate",N/A
C97OL6DfyvA,Optimizing Machine Learning (ML Ops) in Financial Services with Kubernetes and Cloud Technologies.,2025-01-02T08:33:47Z,UCZY1BG7R4guJ50PVYmj1-mQ,"Topic:
Optimizing Machine Learning Operations (ML Ops) in Financial Services with Kubernetes and Cloud Technologies.

Abstract:
This presentation will focus on how financial institutions can leverage Kubernetes, Terraform, and machine learning frameworks to optimize operations, streamline deployments, and enhance security and scalability in machine learning workflows. The session will dive into key strategies for integrating machine learning models with cloud infrastructure and automating processes through CI/CD pipelines.
Who is this presentation for?
This presentation is intended for IT leaders, system architects, machine learning engineers, and DevOps professionals working in industries such as finance, healthcare, and technology, who are focused on optimizing machine learning workflows and cloud infrastructure.
Prerequisite knowledge:
Basic understanding of machine learning, cloud platforms (AWS, Azure), Kubernetes, and DevOps principles (CI/CD pipelines).
What you'll learn?
1.Best practices for implementing Kubernetes in cloud-native machine learning operations. 2.How to automate ML workflows and deployments with CI/CD tools. 3.Techniques to integrate machine learning models with cloud infrastructure and containerized environments. 4. Strategies for enhancing system scalability, performance, and security using Kubernetes. 5. The role of Terraform and infrastructure as code in optimizing cloud environments.

Speaker Bio:
As Vice President of ML Ops at JP Morgan Chase, Jayaram likely plays a significant role in making purchasing decisions, particularly for technologies related to machine learning workflows, cloud infrastructure, container orchestration (like Kubernetes), and DevOps tools that optimize performance, scalability, and cost efficiency in machine learning and infrastructure operations.

Event Agenda: https://www.globalbigdataconference.com/virtual/global-artificial-intelligence-conference/schedule-144.html

Speaker: https://www.globalbigdataconference.com/virtual/global-artificial-intelligence-conference-144/speaker-details/jayaram-immaneni-114647.html

More Info: https://www.globalbigdataconference.com/virtual/global-artificial-intelligence-conference/event-144.html",7,0,0,0,,N/A
5CXj9umwmOI,"Analytics Orchestration at Scale with Kubernetes, Tensorflow, and Kubeflow (Cloud Next '19)",2019-04-26T18:48:08Z,UCJS9pqu9BzkAMNTmzNMNhvg,"The needs for orchestrating workloads for industrial analytics go above and beyond the standard ML pipelines. Several cases involve a combination of domain specific models such as physics based models, probabilistic models and AI/ML models. In many cases, each of these models could be written in a different programming language and/or with several different libraries within the same programming language. This necessitates the need for containerized and orchestrated workloads. In some cases, different parts of the pipeline could be owned by different groups that may not want to expose the IP. 
In addition, model calibration and optimization use cases require more than a simple DAG orchestration. In many of these cases, cyclic and conditional workflows are needed.  When dealing with Industrial IoT applications, hundreds if not thousands of models are normally built to represent a single asset. In addition, optimization and calibration use cases require executing the pipelines thousands of times for each optimization or calibration exercise. Hence scaling such complex pipelines is a key component of industrial analytics systems. We will showcase building and managing such complex pipelines using various GCP services such as GKE, TFX, PubSub and BigTable.


Build with Google Cloud → https://bit.ly/2WQC04q

Watch more: 
Next '19 Data Analytics Sessions here → https://bit.ly/Next19DataAnalytics
Next ‘19 All Sessions playlist → https://bit.ly/Next19AllSessions

Subscribe to the GCP Channel → https://bit.ly/GCloudPlatform


Speaker(s): Alexandre Iankoulski, Fabio Nonato


Session ID: DA226
product: Cloud - Containers - Google Kubernetes Engine (GKE); fullname: Alexandre Iankoulski, Fabio Nonato; event: Google Cloud Next 2019;",1444,23,0,0,"type: Conference Talk (Full production);, pr_pr: Google Cloud Next, purpose: Educate",en
ZXTRzE8rt5A,AWS Container Day - ML with Kubernetes,2019-06-13T16:00:07Z,UCd6MoB9NC6uYN2grvUNT-Zg,"Learn more about EKS on AWS at - https://amzn.to/2KH6GSA.
Missed the AWS Container Day 2019 in Barcelona? In this session, we discuss Machine Learning on Kubernetes and the advantages for running it on AWS. We also show you a demo of the updates to Escalator - a cluster auto scaling component tuned for batch/ML workloads, and EC2 GPU instance autoscaling.",1264,13,0,0,"AWS, Amazon Web Services, Cloud, cloud computing, AWS Cloud, EKS, Container Day, Machine Learning, ML",N/A
0v1eGepuxVg,AI in 2020: The Architecture and the Infrastructure,2020-07-13T20:44:00Z,UCSMqVwPTmerMiCaL_zKRjBw,"AI hardware, both for fast training and effective inferencing, can be expensive, and its obsolescence cycles are quick. But the cloud, container technology, and smart software to orchestrate it all can help. Learn more about how to plan your AI roadmap, including infrastructure automation, with this webinar.

CHECK OUT DATAIKU: https://bit.ly/36XBlpK 

EGG ON AIR: https://bit.ly/37GhXMY 

BRIGHTTALK WEBINARS: https://bit.ly/33TIRjn 

DATA SCIENCE PIONEERS DOCUMENTARY: https://bit.ly/36V3rBF 

PARTNER ECOSYSTEM: https://bit.ly/3oCbk5k

DATAIKU ACADEMY: https://bit.ly/2LjsEgZ 

DATAIKU COMMUNITY: https://bit.ly/2K8lOtV 

DATA SCIENCE AND ANALYTICS MEETUPS: https://bit.ly/3n0ar5R 

BANANA DATA PODCAST: https://bit.ly/36UFgDs 

Linkedin: https://bit.ly/3lXyRMb 
Twitter: @dataiku
Instagram: @dataiku",526,5,0,0,"State of the Industry, Data Architecture, Data Analyst, Data Science, AI Applications, AI Ethics, AI Use Cases, Analytics, Data Analytics, Data Best Practices, Data Engineering, Data Ethics, Machine Learning, Automation, Big Data, Data, Tech, Free Training, Conference, EGG On Air, Tech Conference, AutoML, Enterprise AI",N/A
JkydSB4-q3M,"Kubernetizing Big Data and ML Workloads at Uber - Mayank Bansal & Min Cai, Uber",2019-11-22T20:28:52Z,UCvqbFHwN-nwalWPjPUKpvTA,"Join us for Kubernetes Forums Seoul, Sydney, Bengaluru and Delhi - learn more at kubecon.io 

Don't miss KubeCon + CloudNativeCon 2020 events in Amsterdam March 30 - April 2, Shanghai July 28-30 and Boston November 17-20! Learn more at kubecon.io. The conference features presentations from developers and end users of Kubernetes, Prometheus, Envoy, and all of the other CNCF-hosted projects 

Kubernetizing Big Data and ML Workloads at Uber - Mayank Bansal & Min Cai, Uber  

Uber relies on Big Data and ML to make business critical decisions such as pricing, trip ETA, etc. Today, those workloads such as Hive and Spark are running on YARN. To save millions of dollars by efficient use of cluster resources, Uber is planning to use Kubernetes to co-locate BigData/ML and micro-service workloads.  Kubernetes is the de-facto standard for running micro-services. However, in comparison to YARN, it still lacks many features like hierarchical resource pools, elastic resource sharing, gang scheduling etc. To bridge this gap, we have re-architected Peloton to be a set of Kubernetes scheduler and controller plugins so that we can provide feature parity with YARN.  This talk will cover: - Learnings of running large-scale BigData/ML on Kubernetes with Peloton - Colocation of mixed workloads - Federation across zones - Feature and API parity with YARN 

https://sched.co/Uaad",774,8,0,0,,N/A
pqppGvTJm-A,MLOps: Accelerating Data Science with DevOps - Microsoft,2019-11-08T19:32:26Z,UCkAQCw5_sIZmj2IkSrNy00A,"DOES19 Las Vegas — The business impact of high-performance DevOps has been proven widely. Unfortunately, as enterprises now try to use big data with machine learning, data science tends to get left behind. Challenges that engineers and data scientists face when developing an ML-based system are reliably deploying models, managing ML assets at scale, and knowing when models are going stale. Introducing a DevOps approach to Machine learning helps solve these challenges by providing structure for collaborating and bringing models into production.  This talk covers real improvements that MLOps has brought to large enterprise customers in maintaining asset integrity across teams, accelerating model operationalization, and enabling a sophisticated AI application lifecycle. We share pointers on how you can follow the same journey in your org.

MLOps: Accelerating Data Science with DevOps - Jordan Edwards and Shivani Patel

Jordan Edwards, Senior Program Manager, Microsoft
Shivani Patel, Program Manager, Microsoft

Jordan Edwards is a Senior Program Manager on the Azure AI Platform team. He has worked on a number of highly performant, globally distributed systems across Bing, Cortana and Microsoft Advertising and is currently working on CI/CD experiences for the next generation of Azure Machine Learning. Jordan has been a key driver of dev-ops modernization in AI+R, including but not limited to: moving to Git, moving the organization at large to CI/CD, packaging and build language modernization, movement from monolithic services to microservice platforms and driving for a culture of friction-free devOps and flexible engineering culture. His passion is to continue driving Microsoft towards a culture which enables our engineering talent to do and achieve more.

Shivani Patel is a Program Manager at Microsoft working on MLOps for the Azure Machine Learning Platform team.

DOES19 Las Vegas
DOES 2019 US
DevOps Enterprise Summit
https://events.itrevolution.com/us/",7256,155,0,1,"devops enterprise summit usa, does 2019, devops, does19 las vegas, devops enterprise summit, does19 us, devops enterprise summit las vegas, Jordan Edwards, Microsoft
Shivani Patel, Microsoft, machine learning, data science",N/A
mCT4UTClb0Y,Machine Learning with Kubernetes - Yaniv Donenfeld & Jiaxin Shan,2019-12-30T16:47:03Z,UCdoadna9HFHsxXWhafhNvKw,"Learn more about Machine Learning with Kubernetes at - http://bit.ly/2Mz7Uzk.
In this session, hear from Yaniv Donenfeld, AI/ML Solutions, and Jiaxin Shan, Software Development Engineer, about how AWS is putting machine learning in the hands of every developer.",449,7,0,0,"Container Day San Diego, Session Yaniv Donenfeld & Jiaxin Shan, AI/ML, Machine Learning - Kubeflow, AWS, Amazon devops, Amazon Web Services, EKS, Event, Yaniv Donenfeld, Jiaxin Shan, Machine Learning, Kubernetes, AI/ML Solutions",N/A
KHF405ZrtWc,Cloud Native Machine Learning Systems at Day Two and Beyond - Sophie Watson & William Benton,2020-12-04T17:50:14Z,UCvqbFHwN-nwalWPjPUKpvTA,"Don’t miss out! Join us at our upcoming event: KubeCon + CloudNativeCon Europe 2021 Virtual from May 4–7, 2021. Learn more at https://kubecon.io. The conference features presentations from developers and end users of Kubernetes, Prometheus, Envoy, and all of the other CNCF-hosted projects. 

Cloud Native Machine Learning Systems at Day Two and Beyond - Sophie Watson & William Benton, Red Hat 

You’re probably already convinced that Kubernetes is the right infrastructure for your next machine learning initiative, but you may not be ready for some of the speedbumps that await you on the way. This talk will introduce some of the challenges unique to machine learning systems, prepare you for the tradeoffs you’ll face supporting practitioners and putting systems in production, and present some of the additional tools you’ll need in your DevOps toolbox as your cloud-native machine learning systems mature. You’ll learn how to negotiate pitfalls related to interactive development, reproducibility, and monitoring machine learning systems in production with concrete solutions inspired by our experience with end-users in various industries. 

https://sched.co/ekC2",266,4,0,0,,N/A
1wpQ83tsTZQ,GitOps on AWS: Managing Machine Learning and Artificial Intelligence Models,2022-07-14T16:35:04Z,UCmIz9ew1lA3-XDy5FqY-mrA,"Data has proven to be a competitive differentiator for decades and the adoption of machine learning can now deliver even greater insights from data. Adopting machine learning requires a technology environment with processes and platforms that can deliver innovation at scale.

EKS is a managed Kubernetes platform for scale. GitOps introduces processes and principles that align with machine learning operations (MLOps) best practices: Reproducibility, Reusability, Manageability and Automation.

This on-demand webinar demonstrates:

- How to turn a complex set of components into a profile
- How profiles allow for reliable and automated deployments to EKS
- How an MLOps profile provisions and manages a machine learning stack and cluster with GitOps
- How GitOps and profiles enable consistent and reproducible clusters without operational overhead
- How GitOps managed profiles enable portability for workloads across different clouds, on-premise and your laptop

Get more info here: https://www.weave.works/blog/gitops-machine-learning-model-training",64,2,0,0,"linux, containers, docker, networking, weave, sdn",en
jdBbFSghM2s,Building Cross-Cloud ML Pipelines with Kubeflow with Spark & Tensorflow - Holden Karau,2019-05-23T13:39:54Z,UCvqbFHwN-nwalWPjPUKpvTA,"Join us for Kubernetes Forums Seoul, Sydney, Bengaluru and Delhi - learn more at kubecon.io

Don't miss KubeCon + CloudNativeCon 2020 events in Amsterdam March 30 - April 2, Shanghai July 28-30 and Boston November 17-20! Learn more at kubecon.io. The conference features presentations from developers and end users of Kubernetes, Prometheus, Envoy, and all of the other CNCF-hosted projects

Building Cross-Cloud ML Pipelines with Kubeflow with Spark & Tensorflow - Holden Karau, Google & Trevor Grant, IBM 

Data Science, Machine Learning, and Artificial Intelligence has exploded in popularity in the last five years, but the nagging question remains, “How to put models into production?” In this talk, we present KubeFlow- an open source project aims to answer this.    This talk will examine how the intricacies involved in taking your pipeline and running it between clouds, mixing data from multiple sources, and building multi-component pipelines. We’ll examine how to tie together multiple tools to prepare your data and train the final model, as well as how to create a serving system to match.    The audience will learn how to use kubernetes as a replacement for YARN simplifying your big data stack and empowering your data scientists to self-serve libraries and avoid being responsible for maintaining 20 different incompatible conda environments. 

https://sched.co/MPaZ",2928,37,0,6,,N/A
zdu6a0-JNiU,"""High-Performance Data Science with Docker and Digital Ocean"" - Joshua Cook l ODSC West 2016",2019-03-01T11:41:36Z,UCDS20hpBFiv_Kdp5Ibh0vew,"This talk will discuss Docker as a tool for the data scientist, in particular in conjunction with the popular interactive programming platform, Jupyter, and the cloud computing platform, Amazon Web Services (AWS). Using Docker, Jupyter, and AWS, the data scientist can take control of their environment configuration, prototype scalable data architectures, and trivially clone their work toward replicability and communication. This talk will toward developing a set of best practices for Engineering for Data Science.

Want to see more videos like this?
Subscribe to our channel and visit our FREE AI Learning Platform - https://learnai.odsc.com
#DataScience #ODSC #Docker",715,10,0,0,"DataScience, ODSC, Docker",N/A
JkNfH37mAp8,Containers and Big Data,2018-07-12T21:59:05Z,UC5o4P1O-WVE15EZWqayc5dw,"As containerization continues to gain momentum and become a de facto standard for application deployment, challenges around containerization of big data workloads are coming to light. Great strides have been made within the open source communities towards running big data workloads in containers, but much is left to be done.

Apache Hadoop YARN is the modern distributed operating system for big data applications. It has morphed the Hadoop compute layer into a common resource-management platform that can host a wide variety of applications. At its core, YARN has a very powerful scheduler which enforces global cluster level invariants and helps sites manage user and operator expectations of elastic sharing, resource usage limits, SLAs, and more. YARN recently increased its support for Docker containerization and added a YARN service framework supporting long-running services.

In this session we will explore the emerging patterns and challenges related to containers and big data workloads, including running applications such as Apache Spark, Apache HBase, and Kubernetes in containers on YARN.

Speakers
BILLIE RINALDI
Principal Software Engineer I
Hortonworks

SHANE KUMPF
Software Engineer
Hortonworks",1405,11,0,0,"Apache Hadoop, Docker / Container, Cloud and Operations, dataworks summit san jose, dataworks summit 2018, dws18",N/A
nQSDHODEFy8,Build and Deploy Machine Learning Models | MLOps Overview,2020-02-20T14:43:53Z,UCfk3pS8cCPxOgoleriIufyg,"see more details and purchase the workshop here: https://ai-nlp-mlops.eventbrite.ca/?aff=yt

Machine Learning Operations (ML-Ops) is the process of packaging and  deploying ML models into production so that applications can be built on top of those. 

This workshop will cover:
Environment setup (AWS, Conda, Github, Docker)
Overview of MLOps (Packaging, Serving, Infrastructure, Operational Considerations)
Cortex.dev demo
Model packaging - High-level overview
Introduction to Pickle, MLflow and ONNX
Docker - High-level overview
Creating Docker images and containers
Introduction to API’s (REST)
Introduction to Flask
Serve a model through Flask
Containerize model / API
Host on EC2 instance
Host on Fargate
Model training pipelines",1902,25,0,0,"deep learning, machine learning, natural language processing, NLP, MLOps, ML-Ops, Deployment, mlops, kubernetes, tf serving, sagemaker, pytorch, tensorflow, onnx, model deployment, workshop",en
B3hfAZmxCrU,Deploying Machine Learning models on Kubernetes,2022-03-23T17:57:58Z,UCkm6luGCS3hD25jcEhvRMIA,"What is the event about? 
Until recently, the Data Science and Machine Learning (ML) field has been under utilised in its adoption of DevOps tools and processes However that's now changing, as engineering teams gain any value from their Machine learning models, by  get them into production. In this talk, Ed will introduce the open source Seldon Core library, build a model using popular machine learning tools and deploy it to Kubernetes to handle production traffic.  You will learn how to turn an ML model into a production microservice that handles REST (Representational State Transfer Application Programming Interface)/gRPC (Google Remote Procedure Call) traffic, how to use complex model deployment techniques and how to monitor both the infrastructure and the models themselves, spotting drift and outliers as they take place.

Who is it aimed at:
Data Scientists, DevOps Engineers or ML Engineers

Why should you attend?
Getting ML models into production is the hardest and most in-demand skill in machine learning right now. This talk teaches you how to do that.

Speaker Bio:
Ed Shee, Head of Developer Relations at Seldon
With a background in cloud computing and a passion for machine learning, Ed has combined those skills to become a leader in the field of MLOps (machine learning operations). Organiser of Tech Ethics London and MLOps London, Ed is heavily involved in lots of developer communities and, thankfully, loves both beer and pizza.

[eventID:15727]",4447,63,0,N/A,,N/A
kfXFyv1zNuw,Continuous Deployment Platform for ML Models (Cloud Next '18),2018-07-27T16:05:20Z,UCJS9pqu9BzkAMNTmzNMNhvg,"Applying the machine learning to your business requires a platform for the continuous deployment of ML models. In this session, you will learn key components such as ""Training platform"", ""Validation platform"" and ""Serving platform"", and how to combine them to build an end-to-end platform for the continuous deployment. As a concrete example, we will demonstrate an example architecture consisted of multiple GCP services to explain how data freshness affects your ML models, and why the continuous deployment is critical to keep the quality of your ML models.

MLAI213

Event schedule → http://g.co/next18

Watch more Machine Learning & AI sessions here → http://bit.ly/2zGKfcg
Next ‘18 All Sessions playlist → http://bit.ly/Allsessions

Subscribe to the Google Cloud channel! → http://bit.ly/NextSub 


event: Google Cloud Next 2018; re_ty: Publish; product: Cloud - General; fullname: Etsuji Nakai;",4469,68,0,1,"type: Conference Talk (Full production);, pr_pr: Google Cloud Next, purpose: Educate",N/A
Ob3yFpyNTcU,"Data Science, Machine Learning, MLOps & Kubeflow Virtual Meetup - Nov 4, 2021",2021-11-05T19:33:49Z,UCqaivxQcvHYpgFsyPyhc-CA,"In this talk, Jimmy Guerrero (VP Developer Relations at Arrikto) does a quick walk through of the Kubeflow central dashboard along with several add-ons including Kale and Rok.",244,6,0,N/A,,N/A
cYavmPa3aFQ,Reproducible Data Science with Docker Containers - Ben Hamner,2016-05-12T02:59:19Z,UCvksXSnLqIVM_uFB7xyrsSg,"Container Camp SF 2016 - https://container.camp

Ben Hamner - CTO of Kaggle 

One of the biggest pain points in data science today is that a data scientist's work isn't reproducible. This makes it hard for a data scientist to come back to their own work 6 months down the road, and even harder for a colleague to leverage the analytics that have already been done. Docker containers enable a simple solution to this. 

At Kaggle, we're maintaining kaggle/python, kaggle/rstats, and kaggle/julia public docker containers designed to make it easy for data scientists to get started on a new analytics task & to build off work that they or others have already done. In this talk, I'll cover how we're using docker at Kaggle for reproducible data science, how our community's found it valuable, and how you can leverage this in your own workflows.",2846,41,0,3,"containers, containerization, data science, kaggle, docker, container camp, ben hamner",N/A
